iter	RMSE
492	0.06784224831
493	0.06771768626
494	0.06760796429
495	0.0674066598
496	0.06730888578
497	0.06718093762
498	0.06706504798
499	0.06694239392
500	0.06678164044
501	0.06670704469
502	0.06662675974
503	0.06652696576
504	0.06639586358
505	0.06627496405
506	0.06618138898
507	0.0661640463
508	0.06603212362
509	0.06589733804
510	0.06584987293
511	0.06574218932
512	0.06565802392
513	0.06553928038
514	0.06546713024
515	0.06534468401
516	0.06529673098
517	0.0651647022
518	0.06507903172
519	0.06491590483
520	0.06480201712
521	0.06472255028
522	0.06466025306
523	0.06450970166
524	0.06443196032
525	0.06429932397
526	0.06417691393
527	0.06404257033
528	0.06390487853
529	0.06385540264
530	0.06373301807
531	0.06362715122
532	0.06348031345
533	0.06338072593
534	0.06330006878
535	0.06318023057
536	0.06311304431
537	0.0629833754
538	0.06290505603
539	0.06285014543
540	0.06274684036
541	0.06266959587
542	0.06259901737
543	0.06250246182
544	0.06240203347
545	0.06228904136
546	0.06221221289
547	0.06208307714
548	0.06201459473
549	0.06193141116
550	0.06182034279
551	0.06175828528
552	0.0616234638
553	0.06155280717
554	0.0614615001
555	0.06134300289
556	0.06124227528
557	0.061147713
558	0.06108631889
559	0.06105287524
560	0.06100197597
561	0.06088458484
562	0.06077271532
563	0.0606997332
564	0.06056881367
565	0.06044876055
566	0.06033603161
567	0.06014312459
568	0.0600435231
569	0.05995457356
570	0.05981509854
571	0.05972206281
572	0.05964051498
573	0.05958558221
574	0.05951722787
575	0.05943709506
576	0.0592936042
577	0.05922790419
578	0.05907096319
579	0.05899663134
580	0.05891498976
581	0.05884128658
582	0.05875016741
583	0.05868598472
584	0.05863112686
585	0.05855333436
586	0.05843465701
587	0.0583467071
588	0.05823426882
589	0.05816364457
590	0.05805657062
591	0.05799336021
592	0.05794295036
593	0.05778549266
594	0.05771797054
595	0.0576409481
596	0.05752990906
597	0.05745611131
598	0.05740458599
599	0.05727536463
600	0.05717942876
601	0.05711087672
602	0.05699311457
603	0.05689824143
604	0.05680172531
605	0.05673872902
606	0.05667820475
607	0.05657628724
608	0.05649462721
609	0.05643920065
610	0.05633713012
611	0.0562165459
612	0.0561292457
613	0.05606216494
614	0.05597397176
615	0.05584305171
616	0.05580466838
617	0.05571144812
618	0.05560622022
619	0.0555450613
620	0.05547848202
621	0.05541222027
622	0.05533400097
623	0.05525130347
624	0.05516370834
625	0.05508447131
626	0.05502707334
627	0.05493392278
628	0.05488217037
629	0.05477938935
630	0.05469015401
631	0.05463285689
632	0.05453947524
633	0.05442945258
634	0.05436211492
635	0.05431466149
636	0.05426808237
637	0.05416708952
638	0.05405165579
639	0.05397128595
640	0.05387580134
641	0.0538071204
642	0.05373055597
643	0.05367976195
644	0.05362140427
645	0.0535343714
646	0.05344054688
647	0.05337739441
648	0.05330326675
649	0.05323945137
650	0.05317046572
651	0.0531427188
652	0.05304744314
653	0.05296478113
654	0.05286773626
655	0.052836596
656	0.0527617844
657	0.05271320738
658	0.05260589943
659	0.0525176248
660	0.05244782489
661	0.0523804332
662	0.05230901555
663	0.05223297552
664	0.05217475377
665	0.05209860083
666	0.05202578852
667	0.05196026892
668	0.05188616323
669	0.05183857051
670	0.05175567536
671	0.05170820543
672	0.05163969473
673	0.05155067936
674	0.05150111026
675	0.0514540375
676	0.05142050991
677	0.05138697597
678	0.05132223169
679	0.05123735268
680	0.05117561436
681	0.05110759273
682	0.05105975925
683	0.05100031328
684	0.05093441996
685	0.05086086033
686	0.05078610048
687	0.05070587755
688	0.0506576868
689	0.05056605992
690	0.05054689215
691	0.05047811405
692	0.05041613735
693	0.05033858337
694	0.05024686011
695	0.05016762325
696	0.05011504867
697	0.0500410122
698	0.04995467604
699	0.04987722236
700	0.04983257508
701	0.04976324166
702	0.04971574975
703	0.04967461581
704	0.04960970702
705	0.04952570834
706	0.04943709428
707	0.04935507202
708	0.04930733903
709	0.04926054095
710	0.04920187681
711	0.04912987831
712	0.04909386075
713	0.04903214428
714	0.04896701128
715	0.04894728911
716	0.04890155682
717	0.04882427122
718	0.04878519439
719	0.04871375526
720	0.04865320058
721	0.04859784027
722	0.04853058206
723	0.04846296415
724	0.04838258797
725	0.04832872046
726	0.04828072391
727	0.0482046313
728	0.04814216923
729	0.04808349103
730	0.04802591404
731	0.04799748887
732	0.04793338445
733	0.04788746945
734	0.04784471066
735	0.04778131412
736	0.04769714388
737	0.04763304288
738	0.04759573755
739	0.0475577637
740	0.04743150342
741	0.04736659971
742	0.04729390187
743	0.0472515596
744	0.04720917117
745	0.04717995284
746	0.04713085588
747	0.04709217487
748	0.04703290762
749	0.04699751684
750	0.04694906801
751	0.0468896982
752	0.04681294084
753	0.04676276694
754	0.04671332949
755	0.04664914438
756	0.04657120912
757	0.04651156874
758	0.04644623048
759	0.04641920276
760	0.04635361585
761	0.04630172182
762	0.04624424124
763	0.04615455842
764	0.04609517147
765	0.04604908211
766	0.04599309728
767	0.04592038289
768	0.04587451498
769	0.0458187658
770	0.04576322088
771	0.04570072836
772	0.0456687381
773	0.04563882695
774	0.04558217225
775	0.04553968926
776	0.04547117264
777	0.04541700862
778	0.04538233631
779	0.04534020617
780	0.04529079421
781	0.0452293102
782	0.04516950368
783	0.04510736849
784	0.04505047051
785	0.04501803747
786	0.04498192617
787	0.04491599703
788	0.04487494133
789	0.04480354224
790	0.04473253707
791	0.04466979734
792	0.04460067229
793	0.04456216864
794	0.04450388994
795	0.04443691109
796	0.0443681547
797	0.04432583587
798	0.04426239357
799	0.04421822418
800	0.04415290412
801	0.04407443339
802	0.04400889787
803	0.04394762835
804	0.04391211637
805	0.04386772969
806	0.0438044489
807	0.04374197036
808	0.04370068845
809	0.04364092737
810	0.04358863964
811	0.04351742229
812	0.04346850338
813	0.04342115037
814	0.04335736127
815	0.04331135212
816	0.04326326183
817	0.04319715904
818	0.04311580497
819	0.04307368735
820	0.04301428436
821	0.04295302005
822	0.04290453809
823	0.04286198163
824	0.04280710702
825	0.04276101599
826	0.04272140439
827	0.04269318155
828	0.04263337636
829	0.042580767
830	0.04252724563
831	0.04245313141
832	0.04241200132
833	0.04236546575
834	0.04231303202
835	0.04226844313
836	0.04221500017
837	0.04217901945
838	0.04214935693
839	0.04208614522
840	0.04202761635
841	0.04198451725
842	0.04192898841
843	0.04189264542
844	0.04184519917
845	0.04176715213
846	0.04172771678
847	0.04166698963
848	0.0416076753
849	0.04156686127
850	0.04150568475
851	0.04145028434
852	0.04138327128
853	0.04135549404
854	0.04129411943
855	0.04124713327
856	0.04120602537
857	0.04116862536
858	0.04112968522
859	0.04109653321
860	0.04107128
861	0.04100368387
862	0.04095197511
863	0.04092725523
864	0.04085023516
865	0.04080123911
866	0.04073482954
867	0.04068464863
868	0.04065306131
869	0.04061357855
870	0.04057325856
871	0.04052785859
872	0.04046095947
873	0.04042208879
874	0.0403939871
875	0.04035927335
876	0.04030856589
877	0.04023756249
878	0.04019623207
879	0.04016206032
880	0.04011757326
881	0.04006480787
882	0.04001374494
883	0.03996965523
884	0.03991125634
885	0.03988192862
886	0.03984107839
887	0.03979358918
888	0.03974822622
889	0.03969508454
890	0.03965881965
891	0.03962276952
892	0.03960064996
893	0.0395471833
894	0.0395004276
895	0.03945645449
896	0.03938608249
897	0.03932625241
898	0.03927888519
899	0.03925185723
